MLC,MLS,DCC,CPC,profundidade_media,profundidade_max,ttr,lexical_density,lexical_sophistication,token_quantity,text,year,type
22.047619047619047,27.235294117647058,0.47619047619047616,1.0,4.176470588235294,7,0.5755395683453237,0.37365010799136067,0.8787878787878788,463,"No ano de 1889, o filósofo brasileiro Raimundo Teixeira Mendes apropriou o lema positivista ""Ordem e Progresso"" não apenas à bandeira nacional, mas também para toda a nação brasileira. Lamentavelmente, os desafios para a valorização de comunidades e povos tradicionais têm se mostrado como uma antítese à máxima do símbolo pátrio, uma vez que representa desordem e retrocesso. Esse cenário lastimável é fruto da ineficácia estatal e da dinâmica familiar. 
Mormente, constata-se a ínfima ação do Poder Público como mantenedora da problemática. Segundo o filósofo inglês Thomas Hobbes, é responsabilidade do Estado proporcionar meios para o progresso da coletividade. Entretanto, os governantes contrariam as ideias do pensador, pois, segundo o economista norte-americano Murray Rothbard, estes são orientados por um viés individualista e visam o retorno imediato do capital político, negligenciando questões sociais. Dessa maneira, mesmo com a criação da Política Nacional de Desenvolvimento Sustentável dos Povos e Comunidades Tradicionais, os representantes políticos exercem papel inerte frente à desvalorização das comunidades tradicionais, através do não cumprimento do PNCT. Logo é notória a omissão do Estado em relação ao problema. 
 Ademais, cabe responsabilizar a instituição familiar pelo problema. A Constituição brasileira vigente, em seu artigo 226, declara que a família é a base da sociedade. Desse modo, a família possui um papel basilar nessa desvalorização, afinal, os adultos que são preconceituosos deixam maus exemplos às crianças, as quais desvalorizarão os saberes tradicionais por acharem isso normal. A vulgarização desse hábito perpetua a celeuma e confirma o que foi dito pela filósofa francesa Simone de Beauvoir ""o mais escandaloso dos escândalos é que nos habituamos a eles"". Dessa forma, fica clara a inadmissibilidade do cenário perdurar. 
 Portanto, depreende-se que uma resolução precisa ser tomada. O PoderExecutivo deve por em prática o PNCT por meio de palestras de conscientização às organizações familiares, sobre a importância das comunidades tradicionais. As ministrações deverão ser feitas por socio-ambientalistas, a fim de que os pais eduquem bem seus filhos e os povos sejam valorizados tanto pela família, quanto pelo Estado.Somente assim a nação brasileira fará jus a sua bandeira.
",,False
11.366666666666667,28.416666666666668,0.5333333333333333,0.5666666666666667,5.75,8,0.5639344262295082,0.39296187683284456,1.0,341,"A Constituição federal de 1988 prevê em seu artigo 6º o direito à segurança, saúde, moradia e educação como inerente a todo cidadão do Brasil. No entanto, tal prerrogativa não tem se reverberado com ênfase na prática quando se observa as dificuldades em se valorizar as comunidades e povos tradicionais brasileiros. Diante disso, é fundamental analisar os aspectos relacionados a essa pauta, tais como a inoperância estatal e a insuficiência legislativa. 
Nessa perspectiva, é importante ressaltar a inércia estatal como um fator que contribui para a persistência do problema. Sob essa ótica, cabe citar o filósofo contratualista John Locke, que afirma ser função do Estado garantir que seus cidadãos desfrutem de direitos indispensáveis. Consoante a isso, a ação do governo, segundo Locke, é falha, uma vez que o Estado não estabelece meios de reconhecer e garantir os direitos desses povos. 
 Além disso, é valido apontar a insuficiência legislativa como um aspecto impulsionador dessa problemática. Nesse contexto, a ausência de leis que promovam a preservação de áreas naturais ocupadas pelas comunidades tradicionais brasileiras provoca insegurança nesses povos, uma vez que não possuem o local onde vivem protegidos legalmente. Logo, é inadmissível que esse cenário continue a perdurar. 
 Depreende-se, portanto, a necessidade de enfrentar esses obstáculos. Diante disso, é imprescindível que o governo federal, por intermédio de projetos de leis, garanta os direitos necessários à essa população, tais como a preservação de seus territórios, a fim de garantir que as comunidades tradicionais sejam reconhecidas e valorizadas. Assim, tornar-se-á possível a construção de uma sociedade permeada pela efetivação dos elementos elencados na Magna Carta. 
",,False
21.0,39.0,0.5,1.6153846153846154,5.357142857142857,9,0.4717741935483871,0.3663003663003663,1.0,546,"Na obra “Utopia”, do escritor inglês Thomas More, é retratada uma sociedade perfeita, na qual o corpo social padroniza-se pela ausência de conflitos e problemas. No entanto, o que se observa na realidade contemporânea é o oposto do que o autor prega, uma vez que os desafios para a valorização de comunidades e povos tradicionais no Brasil apresentam barreiras, as quais dificultam a concretização dos planos de More. Esse cenário antagônico é fruto tanto da negligência governamental, quanto da lacuna educacional. Diante disso, torna-se fundamental a discussão desses aspectos, a fim do pleno funcionamento da sociedade. 
Primeiramente, é importante pontuar que os desafios para a valorização de comunidades e povos tradicionais no Brasil deriva da baixa atuação dos setores governamentais, no que concerne a criação de mecanismos que coíbam tais recorrências. Segundo o pensador inglês Thomas Hobbes, “O Estado é responsável pelo bem-estar da população, entretanto, isso não ocorre no Brasil. Devido à falta de atuação das autoridades, diversos povos tradicionais brasileiros convivem com ameaças constantimentes em suas terras, seja por alguns projetos brasileiros que consistem na ocupação de terras que residem comunidades tradicionais de longos períodos, seja por falta de apoio do governo geral, para que haja melhoria da saúde e educação em suad comunidades. Desse modo, faz-se necessário a reformulação dessa postura estatal de forma urgente.
 Ademais, é imperativo pontuar a lacuna educacionall como promotor da problemática. Partindo desse pressuposto, pouco ou nada estuda-se sobre os povos e comunidades tradicionais nas escolas durante o ensino médio e isso faz com que muitos desses povos não sejam estudados, dessa maneira tais comunidades e suas tradições são excluídos do conhecimento dos brasileiros. Tudo isso retarda a resolução do empecilho, já que a lacuna educacional contribui para a perpetuação desse quadro deletério. 
 Assim, é preciso defender, portanto, que impasses sociais precisam ser superados. Para isso é necessário que as escolas juntamente com as prefeituras promovam, de maneira extraclasse, projetos e debates acerca dos povos e comunidades tradicionais, os eventos deverá constar com a presença de professores e especialistas no assunto e representantes de povos tradicionais, tals eventos deverá ser abertos ao público, a fim de informar cada vez mais cidadãos sobre a importancia dos povos tradicionais na formação da população brasileira. Desse modo, atenuar-se-à, em médio e longo prazo o impacto nocivo dos desafios dos povos tradicionais e a coletividade alcançará a Utopia de More. 
",,False
22.53846153846154,48.833333333333336,0.5384615384615384,1.6923076923076923,6.666666666666667,10,0.5948905109489051,0.40273037542662116,0.95,293,"Na obra nipônica Calore &amp; Tuesday, marte foi colonizada e habitada pelos os seres humanos, pela ótica de Tuesday -uma adolescente originária da terra- vemos a dificuldade dela se tornar uma artista musical, pois com a entrada da tecnologia e da inteligência artificiais as composições e o auto-redimento nos artistas foram aprimorados . Fora da ficção, adesvalorização de comunidades e povos tradicionais é um problema que aflinge a sociedade brasileira. 
Primodialmente, a amostra de desvalorização pode-se dar a estereotipízação acerca de seus meios de vivências, que são majoritariamente atrelados ao setor da agronomia e agricultura, logo sendo depostamente não reconhecidos como grande agricultores. Além desses conseguintes fato a chegada da urbanização e tecnologia em locais de grande polarização dessas comunidades reforçam essa desvalorização. 
 Dessa forma, através da vitalidade dessas comunidades em lugares de vasta demografia rural a urbanização delimita a renda sustentável de várias dessas famílias tradicionais, assim fazendo com que muitos desistam de suas tradições e buscando setores mais favoráveis por consequência da desigualdade social. 
 Em suma, o Poder Legislativo deve propiciar uma emenda de renda básica, similar ao bolsa família e auxílio Brasil, com o valor de 700 reais por família e o Ministério da Educação deve complementar nos plano de cursos de algumas disciplinas escolares projetos sociais com o fim de promover a valorização dos povos tradicionais e comunidades no Brasil. 
",,False
16.136363636363637,25.357142857142858,0.45454545454545453,0.7727272727272727,5.214285714285714,9,0.5650793650793651,0.4112676056338028,0.84375,355,"Desde o Brasil Colônia, com a chegada dos portugueses ao atual território brasileiro, as comunidades e povos tradicionais vêm sendo desvalorizadas. Dessa forma, a superioridade do português em relação aos povos nativos, criada anos atrás ainda permanece na sociedade. Essa visão eurocêntrica é preocupante pois não se deve existir uma discriminação por conta dos antepassados do indivíduo. 
Primeiramente, é válido salientar que existem diversos povos tradicionais brasileiros, porém é perceptível que o número de pessoas dessas comunidades que participam ativamente na sociedade, por exemplo em escolas, é baixo. Isso se deve à desigualdade de oportunidades existente e ao fato dessas pessoas viverem apenas dentro da própria comunidade. 
 Em segundo plano, de acordo com a Constituição federal artigo 5°:""todos são iguais perante a lei, sem distinção de qualquer natureza"". Assim, a falta de inclusão dos povos tradicionais nas escolas e no ambiente social vai contra a Constituição . Logo, a diversidade deve ser respeitada e valorizada.
 Em terceiro lugar, toda a população deve reconhecer a importância dos indígenas, por exemplo, porque o povo pensou em uma maneira harmônica de viver com o meio ambiente, em uma relação de troca. Além disso, sua cultura é rica, com diferentes costumes e crenças. 
 Portanto uma intervenção faz-se necessária. Para obter-se a valorização dessas comunidades, a população deve-se conscientizar, esse assunto deve ser tratado em escolas para que os alunos entendam a importância da igualdade entre todos os brasileiros. Já o governo deve criar programas de inclusão dos povos em outras regiões. A mídia, pode divulgar esses programas e campanhas, para que a visão eurocêntrica criada anos atrás, se dissipe. 

",,False
11.931034482758621,49.42857142857143,0.3793103448275862,1.4827586206896552,7.0,10,0.4872611464968153,0.40173410404624277,0.8780487804878049,346,"Atualmente, podemos acompanhar o quão difícil tem sido para as comunidades e povos tradicionais do nosso país se manterem vividos e fortes perante a sociedade atual. Os avanços tecnológicos, e também a falta de comprometimento em passar nosso legado às novas gerações, têm nos mostrado o quão esquecidos estão esses povos, e como seus direitos têm sido deixado em segundo plano. 
Podemos perceber, na atual geração, a valorização do capital, a luta por poder e status social tem se destacado, com isso, passamos a inverter valores e acabamos esquecendo nossas raízes . Essa onda egocêntrica que paira sobre a sociedade, nos mostra como passamos a valorizar mais os bens financeiros e pessoais do que a boa convivência em coletivo, o respeito ao espaço do outro, e a importância histórica do nosso país.
 A valorização desses povos é de suma importância, pois além de resgatar valores pessoais, como o respeito entre a diversidade cultural, também nos faz lembrar das raízes do nosso povo, uma vez que essas comunidades nos fazem relembrar nossos antepassados e de como o povo brasileiro cresceu, se desenvolveu e criou uma diversa, linda e rica cultural. 
 Valorizar e proteger as comunidades tradicionais brasileiras é manter viva a trajetória do nosso país, e garantir que as próximas gerações conheçam a história e a cultura do nosso povo, além de ajudar a cumprirmos outro dever, o de preservar nossa fauna e nossa flora, uma vez que, muitas dessas comunidades estão localizadas em áreas de preservação natural. Então, além de cuidar da nossa história e preservar nossa cultura, valorizar esses povos também nos ajuda a entender a importância de cuidar da nossa terra. 
",,False
13.282051282051283,43.166666666666664,0.717948717948718,0.6923076923076923,7.75,12,0.5373134328358209,0.38223938223938225,0.9347826086956522,518,"Em 1500, Pedro Álvares Cabral desembarcou em terras ainda desconhecidas para seu reino, e deparou-se com povos já existentes na região,e ao invés de retornar ao seu país, instalou-se e deu início ao processo de colonização, colocando nos habitantes nativos os costumes, cultura e até mesmo língua de seu povo. Assim, teve início a formação do país que hoje chama-se Brasil. No contexto atual, apesar de já passados 500 anos da ocupação, as comunidades tradicionais brasileiras ainda sofrem consequências desse legado, encontrando como desafios a invisibilidade de seus problemas perante o governo e o preconceito sofrido na sociedade brasileira. 
Na série Aruanas, é protagonizado um massacre a uma aldeia indígena motivado pela disputa de terras por parte de uma empresa mineradora, responsável por um garimpo ilegal na região. Tal panorama não se distancia da realidade, pois os problemas enfrentados pelas comunidades são esquecidos pelo governo, já que o mesmo possui altos índices de invasões em áreas protegidas constitucionalmente pertencentes aos povos originários. Logo, é comum que situações como a vivida pela aldeia Yanomami, que ficou desaparecida por cerca de uma semana com medo de ameaças por parte de garimpeiros, sejam mais frequentes (este caso foi noticiado por diversos veículos midiáticos como o G1). 
 Ademais, a sociedade brasileira se torna um empecilho a ser vencido, pois sua ignorância sobre as comunidades tradicionais tem como resultado o preconceito enraizado na sociedade. Esta situação é mostrada na letra da canção “Negro Drama” do grupo Racionais Mc’s, onde o rapper discorre sobre a desvalorização da comunidade afro-brasileira no país, chegando a dizer “me ver pobre, preso ou morto já é cultural”. Sendo assim, é inegável os efeitos desse problema nos povos tradicionais, podendo colocar em risco suas culturas, modo de viver e até mesmo suas vidas.
 Em suma, é primordial a resolução desses desafios para alcançar o objetivo de valorização das comunidades tradicionais. É dever do governo federal a criação de leis que reforcem a proteção de suas culturas e suas vidas, visando o fim da invisibilidade dos grupos no território nacional. Além disso, o Ministério da Educação precisa implantar na Base Comum Curricular disciplinas como “Cultura e história dos povos tradicionais” com o fito de ensinar as crianças e adolescentes a importância de tais comunidades na história brasileira, pondo fim aos males deixados pela colonização. 
",,False
16.352941176470587,34.75,0.6470588235294118,1.8235294117647058,5.5,7,0.5951417004048583,0.38848920863309355,0.8275862068965517,278,"No que se refere a comunidades e povos tradicionais, podemos dizer que no território brasileiro existem 26 tipos de comunidades registradas pela lei, fora as que ainda não foram registradas oficialmente . Dentro dessas comunidades há diversas culturas, como por exemplo os extrativistas, os coletores, as formas de falar, religiões, habitações, modos de se relacionar com a natureza etc. 
 Ademais, o Brasil, segundo o jornal do G1 da Globo, possui muitos estados com grandes concentrações de povos tradicionais, alguns destes são: Bahia, Minas Gerais, Mato Grosso do Sul etc. Na Constituição brasileira existem leis criadas para demarcar os territórios indígenas, porém essa lei não é respeitada e é infringida por alguns proprietários que estão atrás dessas terras. 
 Além disso, de acordo com o site Agenda Brasil, os povos indígenas e quilombolas são desrespeitados. No Nordeste e Norte do país alguns donos de terras chegam a fazer ameaças a esses povos, e consequentemente, algumas dessas intimidações acabam ocorrendo e nalgumasvezes matando alguma pessoa dessas comunidades, e por fim alguns agressores não são julgados. 
 Dessa forma, para valorizar essas comunidades e povos, o governo poderia garantir a pena total para os que infringem a lei, como também disponibilizar transparência aos direitos desses povos. O governo poderá inclusive oferecer palestras e conscientização para a população. 
",,False
13.166666666666666,52.666666666666664,0.9166666666666666,1.125,8.5,12,0.5134228187919463,0.38924050632911394,0.92,316,"Enquanto não houver conhecimento da sociedade de quantos e quem são os povos e comunidades tradicionais brasileiros que identificam o país, mais distante se estará de uma consciência cidadã coletiva. 
A frase clichê de que o Brasil não conhece o Brasil é exemplificada no desconhecimento da sociedade em entender quem são os povos e comunidades tradicionais que há séculos formam uma parte da identidade nacional. Uma das causas iniciais disso é o fato de a matriz escolar curricular brasileira abordar a história do Brasil circunscrita à época de seu descobrimento, em que os indígenas - por obviedade - são protagonistas, enquanto todos os demais povos que surgem ao longo dos séculos são abordados residualmente 
 Segundo pesquisas da Universidade de Brasília, existem 26 povos e comunidades tradicionaia no Brasil reconhecidos oficialmente e muitos outros que ainda não foram incluídos na legislação. Por serem assim tratados, a importância que tais povos até hoje exercem não é devidamente reconhecida, o que gera não só empobrecimento cultural quanto negligência por parte do Estado e sociedade na proteção desses grupos que sofrem com maiores vulnerabilidades se comparados a indígenas e quilombolas, populações cuja importância é ao menos de notório conhecimento.
 Portanto, e preciso que o Estado, juntamente com a sociedade e principalmente a comunidade escolar, reestruture a grade curricular para que a história do Brasil seja estudada mais a fundo, trazendo consigo a importância desses povoa e comunidades na formação da identidade sociocultural quanto da preservação do meio ambiente que preservam e que impactam a toda sociedade. 
",,False
13.533333333333333,50.75,0.7333333333333333,1.4666666666666666,7.125,13,0.5457063711911357,0.41625615763546797,0.9459459459459459,406,"A cultura é a idenditade de um pais, através dela é possível identificar de qual região do mundo é aquela pessoa, sendo por sua aparência de vestimentas, danças, músicas, comidaa típicas, esporte, entre outras atividades culturais. O Brasil por ser um país colonizado e de proporções continentais, o maior da América do Sul, apresenta diversas culturas locais que forma a sociedade brasileira. 
O Brasil passou por diversas imigrações, algumas delas forçadas, como a escravião, que trouxe milhões de africanos para o traalho forçdo, junto com a sua cultura, como, por ecemplo, as comidas típicas, que aqui por falta de comida foram adaptadas, surgindo a feijoada, dobradinha, não parando por ai lutas como a capoeira que foi adaptada por ser proibida e tendo que viraruma dança junto com instrumentos musicais e sendo canrada para realizar os movimentos. 
 Portanto, com o crescimento do paiís de norte a sul, sendo necessário maior mão de obra e com o fim da escravião, colonos, como italianos que imigraram para trbalhar nas plantações, trouxeram receitas como pizza que foi aperfeiçõada. Anos mais tarde com os japoneses no Rio de Janeiro com escoladas tradicionais de judô, deram aula para uma famosa familia, os Gracie, assim surgindo uma mistura cultral de lutas dando forma ao jiu-jitsu brasileiro dos irãos Gracie. Vemos que sociedade através dos séculos por diversos fatores imigratórios, como escravidão, guerras e instabiidade econômica de uma região lea a imigração de povo, levando junto conhecimento, social, econômico e cultural, contribuindo para o desenvolvimentto da expressividade daquele povo. 
 Assim vemos a importância da proteção e do incentivo da cultura, permitindo que seja levado não só para a populaão local, dessa formaa cultura se maantém viva e em constante transformação. O minisstério da cultura através dos incentivos fiscais colabora com a sobrevivência e evolução cultura e econômica e a evolução cultural e econômica permitindo se manter viva, conhecida e protegido criando leis de proteção e incentivo a cultura brasileira.
",,False
